,ID,Occupation,Job.Series,School,Major,Level.of.Education,Gender,Race,Disability,Hired
5478,5478,Agricultural Marketing,1146,231174,Marketing,Master's/J.D./LL.B.,Female,Black/African American,NA,N
5479,5479,Social Science Aide and Technician,102,147767,Social Work,Associates Degree,Female,White,NA,N
5480,5480,General Biological Science,401,166027,Horticulture,PhD,Female,White,NA,N
5481,5481,Industrial Property Management,1103,234076,Industrial Management,Master's/J.D./LL.B.,Male,White,NA,N
5482,5482,Contact Representative,962,162928,Liberal Arts/Humanities,Some College,Male,Black/African American,NA,N
5483,5483,Public Affairs,1035,215062,Any Major,Associates Degree,Female,White,disability,Y
5484,5484,Electrical Engineering,850,170976,Engineering (Any Specialty),Some College,Female,White,NA,Y
5485,5485,Air Traffic Control,2152,178396,Any Major,Master's/J.D./LL.B.,Male,White,NA,N
5486,5486,Veterans Claims Examining,996,196413,Liberal Arts/Humanities,Associates Degree,Male,Black/African American,targeted disability,N
5487,5487,Social Services Aide and Assistant,186,243780,Counseling,Bachelor's Degree,Female,Native Hawaiian/Pacific Islander,NA,N
5488,5488,Game Law Enforcement,1812,110662,Criminal Justice/Law Enforcement,Bachelor's Degree,Female,White,NA,N
5489,5489,Medical Technician,645,228778,Medical Support,Some College,Female,White,NA,N
5490,5490,Housing Management,1173,131496,"Management, Facilities",Bachelor's Degree,Female,White,NA,N
5491,5491,Health System Specialist,671,131496,Hospital Admin.,Bachelor's Degree,Male,White,NA,N
5492,5492,Medical Instrument Technician,649,166027,Medical Support,Bachelor's Degree,Male,Black/African American,disability,N
5493,5493,Astronomy and Space Science,1330,166683,Astronomy,Bachelor's Degree,Male,White,NA,N
5494,5494,Recreation/Creative Arts Therapist,638,196413,Park And Recreation Management,Associates Degree,Female,Black/African American,NA,N
5495,5495,Financial Administration and Program,501,204796,Accounting,Associates Degree,Female,Hispanic/Latino,NA,N
5496,5496,Social Services Aide and Assistant,186,123961,Counseling,Bachelor's Degree,Male,White,NA,N
5497,5497,Customs Inspection,1890,151351,Foreign Language,Bachelor's Degree,Male,White,NA,N
5498,5498,Environmental Health Technician,698,243744,Environmental Studies,PhD,Female,White,NA,N
5499,5499,Supply Clerical and Technician,2005,212054,Marketing,Bachelor's Degree,Male,White,targeted disability,N
5500,5500,Astronomy and Space Science,1330,166629,Astronomy,Master's/J.D./LL.B.,Female,Black/African American,targeted disability,N
5501,5501,Operations Research,1515,166683,Mathematics,Master's/J.D./LL.B.,Female,Black/African American,NA,N
5502,5502,Police,83,243780,Criminal Justice/Law Enforcement,Bachelor's Degree,Male,White,targeted disability,N
5503,5503,General Physical Science,1301,221999,Geology,Associates Degree,Female,Black/African American,NA,N
5504,5504,Health System Administration,670,166629,Health,Some College,Male,White,NA,N
5505,5505,Education Program,1720,130794,Education,Master's/J.D./LL.B.,Male,White,NA,N
5506,5506,Plant Pathology,434,191241,Botany,Associates Degree,Female,White,NA,N
5507,5507,Plant Physiology,435,131159,Botany,Associates Degree,Female,White,disability,N
5508,5508,Soil Conservation,457,198419,Agriculture,PhD,Male,White,NA,N
5509,5509,Social Science Aide and Technician,102,127060,Social Work,Master's/J.D./LL.B.,Male,White,NA,N
5510,5510,Industrial Property Management,1103,131469,Industrial Management,Some College,Male,Black/African American,disability,N
5511,5511,Purchasing,1105,152080,Purchasing,Bachelor's Degree,Female,White,NA,N
5512,5512,Business and Industry,NA,217882,Industrial Management,Master's/J.D./LL.B.,Male,Black/African American,disability,N
5513,5513,Horticulture,437,186380,Botany,Master's/J.D./LL.B.,Male,Hispanic/Latino,disability,N
5514,5514,Education and Vocational Training,1710,152080,Counseling,Some College,Female,Black/African American,NA,N
5515,5515,Insurance Examining,1163,168421,Insurance,Associates Degree,Female,White,NA,N
5516,5516,Computer Science,1550,110644,Mathematics,Associates Degree,Male,White,NA,N
5517,5517,Miscellaneous Administration and Program,301,215293,Public Admin.,Master's/J.D./LL.B.,Female,White,disability,N
5518,5518,Miscellaneous Clerk and Assistant,303,214777,Business,Bachelor's Degree,Female,White,NA,N
5519,5519,Bond Sales Promotion,11,197708,Marketing,Bachelor's Degree,Male,White,NA,N
5520,5520,Facility Management,1640,230038,"Management, Facilities",Bachelor's Degree,Male,White,NA,N
5521,5521,Soil Conservation,457,236948,Agriculture,Some College,Male,White,NA,N
5522,5522,Geology,1350,243780,Geology,Bachelor's Degree,Female,White,NA,N
5523,5523,Training Instruction,1712,223232,Education,Master's/J.D./LL.B.,Male,Hispanic/Latino,NA,N
5524,5524,Industrial Hygiene,690,130794,Epidemiology,Associates Degree,Male,White,disability,N
5525,5525,Equal Opportunity Compliance,360,212054,Liberal Arts/Humanities,Bachelor's Degree,Male,White,NA,N
5526,5526,Writing and Editing,1082,212054,Communications,Some College,Male,More than one race,disability,N
5527,5527,Public Health Program Specialist,685,166683,Health,Master's/J.D./LL.B.,Female,White,NA,N
5528,5528,Actuary,1510,110705,Economics,Some College,Female,White,disability,N
5529,5529,Dietitian and Nutritionist,630,204796,Food Technology And Safety,Bachelor's Degree,Male,White,disability,Y
5530,5530,Metallurgy,1321,110635,Physical Science,PhD,Male,White,targeted disability,N
5531,5531,Government Accountability Office Evaluator,347,130794,Biology,Some College,Male,Black/African American,NA,N
5532,5532,Social Services,187,178396,Counseling,Bachelor's Degree,Male,Hispanic/Latino,targeted disability,N
5533,5533,Financial Analysis,1160,215062,Economics,Bachelor's Degree,Male,White,NA,N
5534,5534,Equal Opportunity Compliance,360,152080,Liberal Arts/Humanities,PhD,Male,Black/African American,NA,N
5535,5535,Education and Training Technician,1702,110662,Education,Bachelor's Degree,Male,White,NA,N
5536,5536,Computer Science,1550,100751,Mathematics,Associates Degree,Female,White,NA,N
5537,5537,Foreign Agricultural Affairs,135,212054,Foreign Language,Associates Degree,Female,Black/African American,NA,N
5538,5538,Statistician,1530,228778,Mathematics,Bachelor's Degree,Male,White,disability,N
5539,5539,Soil Science,470,190150,Agriculture,Bachelor's Degree,Female,Asian,targeted disability,N
5540,5540,Technical Information Services,1412,131159,Library Science,Some College,Female,Asian,NA,N
5541,5541,Compliance Inspection and Support,1802,223232,Law Enforcement,Bachelor's Degree,Female,White,disability,N
5542,5542,Physician's Assistant,603,191241,Nursing,Associates Degree,Female,White,disability,N
5543,5543,Health Physics,1306,178396,Chemistry,Some College,Female,White,NA,N
5544,5544,Marine Cargo,2161,165015,Transportation,Bachelor's Degree,Female,White,NA,N
5545,5545,Inventory Management,2010,110662,Marketing,Some College,Male,White,NA,N
5546,5546,Management and Program Analysis,343,212054,Any Major,Bachelor's Degree,Female,More than one race,disability,N
5547,5547,Miscellaneous Administration and Program,301,191241,Public Admin.,Associates Degree,Female,White,disability,Y
5548,5548,Recreation/Creative Arts Therapist,638,164924,Park And Recreation Management,Associates Degree,Male,Black/African American,NA,N
5549,5549,Commissary Store Management,1144,110680,Business,Master's/J.D./LL.B.,Female,White,NA,Y
5550,5550,Government Accountability Office Evaluator,347,196103,Biology,Bachelor's Degree,Male,White,NA,N
5551,5551,Mechanical Engineering,830,195030,Engineering (Any Specialty),Bachelor's Degree,Male,White,disability,N
5552,5552,Chemical Engineering,893,134097,Chemistry,PhD,Female,More than one race,NA,N
5553,5553,Auditing,511,186131,Accounting,Some College,Male,White,NA,N
5554,5554,Construction Control,809,164924,Architecture,Bachelor's Degree,Male,White,targeted disability,N
5555,5555,Agricultural Market Reporting,1147,198419,Journalism,Some College,Male,White,disability,N
5556,5556,Social Science Aide and Technician,102,196103,Social Work,Bachelor's Degree,Male,Hispanic/Latino,NA,N
5557,5557,Recreation Specialist,188,178396,Park And Recreation Management,Associates Degree,Male,Hispanic/Latino,NA,N
5558,5558,Forestry,460,165334,Forestry,Associates Degree,Female,Hispanic/Latino,NA,N
5559,5559,General Attorney,905,122436,Law,Some College,Male,Hispanic/Latino,disability,N
5560,5560,Social Services,187,236948,Counseling,Associates Degree,Female,White,NA,N
5561,5561,Foreign Agricultural Affairs,135,131469,Foreign Language,Associates Degree,Male,White,disability,N
5562,5562,United States Marshal,82,167358,Criminal Justice/Law Enforcement,Bachelor's Degree,Female,Hispanic/Latino,disability,N
5563,5563,Computer Engineering,854,186131,Engineering (Any Specialty),Some College,Male,White,disability,N
5564,5564,Hearings and Appeals,930,123961,Employee/Labor Relations,Bachelor's Degree,Male,White,NA,N
5565,5565,Cartographic Technician,1371,166683,Cartography,Associates Degree,Male,White,NA,N
5566,5566,Housing Management,1173,166027,"Management, Facilities",Bachelor's Degree,Male,White,NA,N
5567,5567,Management and Program Analysis,343,162928,Any Major,Some College,Male,White,NA,N
5568,5568,Geology,1350,139658,Geology,Bachelor's Degree,Male,White,NA,N
5569,5569,Traffic Management,2130,110662,Transportation,Bachelor's Degree,Female,White,NA,N
5570,5570,Public Health Program Specialist,685,131469,Health,PhD,Male,White,NA,N
5571,5571,Management and Program Analysis,343,178396,Any Major,Associates Degree,Female,White,targeted disability,N
5572,5572,Securities Compliance Examining,1831,212054,Finance,Associates Degree,Male,Hispanic/Latino,disability,N
5573,5573,Nuclear Engineering,840,214777,Engineering (Any Specialty),Associates Degree,Female,White,disability,N
5574,5574,Writing and Editing,1082,166683,Communications,Some College,Male,Hispanic/Latino,disability,N
5575,5575,General Attorney,905,123961,Law,Associates Degree,Male,Hispanic/Latino,NA,N
5576,5576,Cartography,1370,178396,Cartography,Some College,Female,Black/African American,NA,N
5577,5577,Air Traffic Control,2152,212054,Any Major,Associates Degree,Male,White,NA,N
5578,5578,Health System Specialist,671,100751,Hospital Admin.,Bachelor's Degree,Female,Black/African American,targeted disability,N
5579,5579,Language Specialist,1040,197708,Foreign Language,Some College,Male,Hispanic/Latino,NA,N
5580,5580,Industrial Engineering,896,231174,Engineering (Any Specialty),PhD,Male,Black/African American,disability,N
5581,5581,Agricultural Market Reporting,1147,165015,Journalism,Associates Degree,Male,Black/African American,targeted disability,N
5582,5582,Geodesy,1372,166027,Astronomy,Some College,Male,White,NA,N
5583,5583,Computer Science,1550,212054,Mathematics,Master's/J.D./LL.B.,Female,White,NA,N
5584,5584,Game Law Enforcement,1812,170976,Criminal Justice/Law Enforcement,Some College,Female,White,NA,N
5585,5585,Museum Curator,1015,100751,Anthropology,PhD,Male,White,NA,N
5586,5586,Electronics Engineering,855,162928,Engineering (Any Specialty),Some College,Female,White,disability,N
5587,5587,Manual Arts Therapist,637,190150,Rehabilitation Therapy,Bachelor's Degree,Female,Black/African American,NA,N
5588,5588,Health System Specialist,671,243780,Hospital Admin.,Bachelor's Degree,Male,White,NA,N
5589,5589,Environmental Protection Specialist,28,186131,Any Major,Some College,Female,White,NA,N
5590,5590,Occupational Therapist,631,190150,Rehabilitation Therapy,Master's/J.D./LL.B.,Male,Black/African American,NA,N
5591,5591,Horticulture,437,217156,Botany,Master's/J.D./LL.B.,Female,White,disability,N
5592,5592,Financial Analysis,1160,110644,Economics,Master's/J.D./LL.B.,Male,White,disability,N
5593,5593,Community Planning,20,164988,Community Or City Planning,Bachelor's Degree,Male,White,targeted disability,N
5594,5594,General Anthropology,190,152080,Anthropology,Bachelor's Degree,Male,Black/African American,NA,N
5595,5595,General Engineering,801,211440,Engineering (Any Specialty),Some College,Female,White,NA,Y
5596,5596,Fishery Biology,482,191241,Biology,Some College,Male,White,NA,N
5597,5597,Support Service,NA,110653,Management,Bachelor's Degree,Female,Black/African American,targeted disability,N
5598,5598,Financial Analysis,1160,236948,Economics,Bachelor's Degree,Male,White,disability,N
5599,5599,Telecommunications,391,223232,Communications,Master's/J.D./LL.B.,Male,Black/African American,NA,N
5600,5600,Financial Management,505,147767,Accounting,Associates Degree,Female,White,NA,N
5601,5601,Air Navigation,2183,131496,Aviation,Bachelor's Degree,Female,White,targeted disability,N
5602,5602,Government Accountability Office Evaluator,347,110404,Biology,Associates Degree,Female,White,NA,N
5603,5603,Toxicology,415,196103,Chemistry,Bachelor's Degree,Male,Hispanic/Latino,NA,N
5604,5604,Border Patrol Agent,1896,110404,Criminal Justice/Law Enforcement,Master's/J.D./LL.B.,Female,White,NA,N
5605,5605,Air Traffic Control,2152,195030,Any Major,Associates Degree,Male,White,NA,N
5606,5606,Recreation/Creative Arts Therapist,638,123961,Park And Recreation Management,PhD,Male,White,NA,N
5607,5607,Plant Protection and Quarantine,436,170976,Horticulture,Associates Degree,Female,White,NA,N
5608,5608,Computer Science,1550,215293,Mathematics,Bachelor's Degree,Male,White,NA,Y
5609,5609,Logistics Management,346,110662,Any Major,Some College,Male,White,NA,N
5610,5610,Compliance Inspection and Support,1802,215293,Law Enforcement,Bachelor's Degree,Female,Black/African American,NA,N
5611,5611,Psychology Aide and Technician,181,231174,Counseling,Some College,Male,White,NA,N
5612,5612,Dietitian and Nutritionist,630,110653,Food Technology And Safety,Some College,Male,White,NA,N
5613,5613,Audiovisual Production,1071,162928,"Arts, Fine And Applied",Associates Degree,Male,White,targeted disability,N
5614,5614,Toxicology,415,191241,Chemistry,Associates Degree,Female,White,targeted disability,N
5615,5615,Safety and Occupational Health Management,18,214777,Health,Bachelor's Degree,Female,White,disability,N
5616,5616,Plant Protection and Quarantine,436,190150,Horticulture,Bachelor's Degree,Male,White,disability,N
5617,5617,Construction Analyst,828,221999,Architecture,Associates Degree,Female,White,disability,N
5618,5618,Social Science Aide and Technician,102,123961,Social Work,Associates Degree,Male,White,NA,N
5619,5619,Trade Specialist,1140,134130,Business,Associates Degree,Male,Black/African American,NA,N
5620,5620,Health System Administration,670,243780,Health,Bachelor's Degree,Male,White,NA,N
5621,5621,Sociology,184,162928,Sociology,Associates Degree,Male,White,NA,N
5622,5622,Social Science Aide and Technician,102,217156,Social Work,Associates Degree,Male,Black/African American,NA,N
5623,5623,Plant Protection and Quarantine,436,100751,Horticulture,Associates Degree,Male,White,NA,N
5624,5624,Government Accountability Office Evaluator,347,186131,Biology,Associates Degree,Female,White,NA,N
5625,5625,Purchasing,1105,217156,Purchasing,Master's/J.D./LL.B.,Female,White,NA,N
5626,5626,Community Planning,20,126775,Community Or City Planning,Associates Degree,Female,White,NA,N
5627,5627,Vocational Rehabilitation,1715,122436,Counseling,Associates Degree,Male,White,NA,N
5628,5628,Aircraft Operation,2181,130794,Aviation,Bachelor's Degree,Female,White,NA,N
5629,5629,Chemistry,1320,196413,Chemistry,Some College,Male,White,NA,N
5630,5630,Biomedical Engineering,858,110644,Engineering (Any Specialty),Master's/J.D./LL.B.,Female,White,NA,N
5631,5631,Art Specialist,1056,186131,"Arts, Fine And Applied",Associates Degree,Male,White,NA,N
5632,5632,Transportation Specialist,2101,195030,Transportation,PhD,Female,Hispanic/Latino,disability,N
5633,5633,Librarian,1410,131496,Library Science,Some College,Female,White,disability,N
5634,5634,Transportation Industry Analysis,2110,127060,Economics,Master's/J.D./LL.B.,Female,White,disability,N
5635,5635,Art Specialist,1056,197708,"Arts, Fine And Applied",Master's/J.D./LL.B.,Male,White,NA,N
5636,5636,Sports Specialist,30,231174,Physical Education,Some College,Female,White,NA,N
5637,5637,Public Health Program Specialist,685,197708,Health,Associates Degree,Male,White,NA,Y
5638,5638,Property Disposal,1104,190415,Marketing,Associates Degree,Female,Black/African American,disability,N
5639,5639,Contact Representative,962,215293,Liberal Arts/Humanities,Bachelor's Degree,Female,Hispanic/Latino,disability,N
5640,5640,Financial Analysis,1160,100751,Economics,Associates Degree,Female,White,disability,N
5641,5641,Technical Writing and Editing,1083,228875,English And Literature,PhD,Male,White,NA,N
5642,5642,Appraising,1171,198419,Finance,Bachelor's Degree,Female,White,NA,N
5643,5643,Insurance Examining,1163,236948,Insurance,Associates Degree,Female,Black/African American,disability,N
5644,5644,Agricultural Program Specialist,1145,110635,Agriculture,Bachelor's Degree,Female,Black/African American,disability,N
5645,5645,Language Specialist,1040,144050,Foreign Language,Some College,Male,Asian,NA,N
5646,5646,Social Insurance Administration,105,236948,Insurance,Bachelor's Degree,Female,White,NA,N
5647,5647,Criminal Investigating,1811,217882,Criminal Justice/Law Enforcement,Bachelor's Degree,Male,Asian,targeted disability,N
5648,5648,Pathology Technician,646,129020,Medical Support,PhD,Female,White,NA,N
5649,5649,Forestry,460,165015,Forestry,Bachelor's Degree,Female,White,NA,N
5650,5650,Labor Management Relations Examining,244,196413,Employee/Labor Relations,Some College,Female,White,disability,N
5651,5651,Property Disposal,1104,110662,Marketing,Bachelor's Degree,Male,Black/African American,NA,N
5652,5652,Bond Sales Promotion,11,231174,Marketing,Some College,Male,Asian,NA,N
5653,5653,Exhibits Specialist,1010,166683,"Arts, Fine And Applied",Some College,Male,Black/African American,disability,N
5654,5654,Housing Management,1173,190150,"Management, Facilities",Master's/J.D./LL.B.,Female,White,NA,N
5655,5655,Agricultural Commodity Grading,1980,110635,Agriculture,Bachelor's Degree,Female,White,disability,N
5656,5656,Appraising,1171,201645,Finance,Bachelor's Degree,Male,White,targeted disability,N
5657,5657,Agricultural Marketing,1146,162928,Marketing,Associates Degree,Male,Asian,targeted disability,N
5658,5658,Health Physics,1306,230038,Chemistry,Bachelor's Degree,Female,White,NA,N
5659,5659,Legal Instruments Examining,963,123961,Law,Bachelor's Degree,Female,White,NA,N
5660,5660,Nuclear Medicine Technician,642,166027,Medical Support,Associates Degree,Female,Black/African American,NA,N
5661,5661,Auditing,511,228778,Accounting,Associates Degree,Male,White,NA,N
5662,5662,Hospital Housekeeping Management,673,165015,Hospital Admin.,Associates Degree,Female,White,targeted disability,N
5663,5663,Rehabilitation Therapy Assistant,636,166027,Rehabilitation Therapy,Bachelor's Degree,Male,White,targeted disability,N
5664,5664,Patent Examining,1224,163286,Electronics Technology,Bachelor's Degree,Male,Black/African American,disability,N
5665,5665,Contracting,1102,165015,Any Major,Master's/J.D./LL.B.,Male,Asian,disability,N
5666,5666,Purchasing,1105,144050,Purchasing,Some College,Male,White,NA,N
5667,5667,Commissary Store Management,1144,243744,Business,Bachelor's Degree,Male,Black/African American,NA,N
5668,5668,Logistics Management,346,228778,Any Major,Master's/J.D./LL.B.,Male,Hispanic/Latino,NA,N
5669,5669,Botany,430,196103,Botany,Bachelor's Degree,Female,White,NA,N
5670,5670,Mechanical Engineering,830,190150,Engineering (Any Specialty),Bachelor's Degree,Male,Hispanic/Latino,NA,Y
5671,5671,Marine Cargo,2161,212054,Transportation,Associates Degree,Male,White,NA,N
5672,5672,Property Disposal,1104,190150,Marketing,Bachelor's Degree,Female,Black/African American,disability,N
5673,5673,General Facilities and Equipment,1601,131496,"Management, Facilities",PhD,Male,White,disability,N
5674,5674,Manual Arts Therapist,637,123961,Rehabilitation Therapy,Some College,Female,Black/African American,NA,N
5675,5675,Geophysics,1313,178396,Geophysics,Bachelor's Degree,Male,Black/African American,NA,N
5676,5676,Botany,430,131496,Botany,Associates Degree,Female,White,NA,N
5677,5677,Agricultural Commodity Grading,1980,190150,Agriculture,Bachelor's Degree,Female,White,NA,N
5678,5678,Realty,1170,207971,Community Or City Planning,Associates Degree,Female,White,NA,N
5679,5679,Administrative Law Judge,935,221999,Law,Some College,Female,White,disability,N
5680,5680,Packaging,2032,110653,Marketing,Bachelor's Degree,Male,White,disability,N
5681,5681,Claims Assistance and Examining,998,131469,Any Major,Bachelor's Degree,Male,White,NA,N
5682,5682,Consumer Safety Inspection,1862,166027,Food Technology And Safety,Some College,Male,Black/African American,NA,N
5683,5683,Education and Training Technician,1702,217882,Education,Associates Degree,Female,White,NA,N
5684,5684,Statistician,1530,204024,Mathematics,Some College,Male,White,disability,N
5685,5685,Patent Examining,1224,195030,Electronics Technology,PhD,Female,White,targeted disability,N
5686,5686,Immigration Inspection,1816,165015,Law Enforcement,Bachelor's Degree,Male,White,NA,N
5687,5687,Computer Science,1550,131496,Mathematics,Bachelor's Degree,Female,White,disability,N
5688,5688,Health System Specialist,671,110662,Hospital Admin.,Master's/J.D./LL.B.,Female,Black/African American,NA,N
5689,5689,Public Health Program Specialist,685,171100,Health,Some College,Male,Hispanic/Latino,targeted disability,N
5690,5690,Corrective Therapist,635,167358,Physical Education,Associates Degree,Male,Hispanic/Latino,NA,N
5691,5691,Public Health Program Specialist,685,131496,Health,Associates Degree,Male,Black/African American,targeted disability,N
5692,5692,Museum Curator,1015,166027,Anthropology,Associates Degree,Female,Black/African American,targeted disability,N
5693,5693,Logistics Management,346,195030,Any Major,Associates Degree,Male,White,NA,N
5694,5694,Public Affairs,1035,145637,Any Major,Master's/J.D./LL.B.,Female,White,NA,N
5695,5695,Public Affairs,1035,195030,Any Major,Some College,Female,Asian,disability,N
5696,5696,Social Services,187,110653,Counseling,Master's/J.D./LL.B.,Female,White,NA,N
5697,5697,Physical Therapist,633,144050,Rehabilitation Therapy,Some College,Female,White,NA,N
5698,5698,Commissary Store Management,1144,234076,Business,Associates Degree,Male,Black/African American,NA,N
5699,5699,Miscellaneous Administration and Program,301,162928,Public Admin.,Master's/J.D./LL.B.,Female,White,NA,N
5700,5700,Health Physics,1306,110404,Chemistry,Some College,Female,Hispanic/Latino,NA,N
5701,5701,Public Health Educator,1725,214777,Education,Master's/J.D./LL.B.,Male,Hispanic/Latino,NA,N
5702,5702,Chemistry,1320,228778,Chemistry,Some College,Male,Native Hawaiian/Pacific Islander,targeted disability,N
5703,5703,General Biological Science,401,236948,Horticulture,Associates Degree,Female,White,disability,Y
5704,5704,Electrical Engineering,850,231174,Engineering (Any Specialty),Some College,Female,White,NA,N
5705,5705,Correctional Institution Administration,6,100751,Corrections,Associates Degree,Male,White,NA,N
5706,5706,Computer Science,1550,214777,Mathematics,Bachelor's Degree,Male,White,disability,Y
5707,5707,Distribution Facilities and Storage Management,2030,212054,"Management, Facilities",Associates Degree,Female,White,NA,N
5708,5708,Health System Specialist,671,166027,Hospital Admin.,Associates Degree,Female,White,disability,N
5709,5709,Agricultural Marketing,1146,223232,Marketing,Master's/J.D./LL.B.,Female,White,NA,N
5710,5710,Occupational Therapist,631,122436,Rehabilitation Therapy,Bachelor's Degree,Female,White,NA,Y
5711,5711,General Health Science,601,165015,Epidemiology,PhD,Female,White,targeted disability,N
5712,5712,Property Disposal,1104,228723,Marketing,Master's/J.D./LL.B.,Male,White,disability,N
5713,5713,Computer Science,1550,190150,Mathematics,Bachelor's Degree,Male,White,NA,N
5714,5714,Health System Specialist,671,214777,Hospital Admin.,Bachelor's Degree,Male,White,targeted disability,N
5715,5715,Facility Management,1640,123961,"Management, Facilities",Associates Degree,Male,White,disability,N
5716,5716,Transportation Operations,2150,195030,Transportation,Associates Degree,Male,White,targeted disability,N
5717,5717,Horticulture,437,110653,Botany,Bachelor's Degree,Male,White,targeted disability,N
5718,5718,Government Accountability Office Evaluator,347,231174,Biology,Bachelor's Degree,Male,White,NA,Y
5719,5719,Range Technician,455,197708,Biology,Bachelor's Degree,Male,White,disability,N
5720,5720,Dietitian and Nutritionist,630,243780,Food Technology And Safety,Some College,Male,Asian,targeted disability,N
5721,5721,Archeology,193,170976,Archeology,Bachelor's Degree,Male,Hispanic/Latino,targeted disability,N
5722,5722,Public Affairs,1035,191241,Any Major,Associates Degree,Female,White,NA,N
5723,5723,Miscellaneous Administration and Program,301,186131,Public Admin.,Master's/J.D./LL.B.,Male,White,disability,N
5724,5724,Telecommunications,391,215062,Communications,Associates Degree,Male,White,NA,N
5725,5725,Trade Specialist,1140,198419,Business,Master's/J.D./LL.B.,Female,White,NA,N
5726,5726,Recreation/Creative Arts Therapist,638,230038,Park And Recreation Management,Associates Degree,Female,White,NA,N
5727,5727,Financial Institution Examining,570,174066,Economics,Bachelor's Degree,Male,White,targeted disability,N
5728,5728,Transportation Loss and Damage Claims Examining,2135,231174,Transportation,PhD,Male,White,NA,N
5729,5729,General Biological Science,401,186131,Horticulture,Associates Degree,Male,Asian,NA,N
5730,5730,Hospital Housekeeping Management,673,131469,Hospital Admin.,Master's/J.D./LL.B.,Male,White,NA,N
5731,5731,Social Services,187,152080,Counseling,Bachelor's Degree,Male,White,NA,N
5732,5732,Miscellaneous Administration and Program,301,110644,Public Admin.,Bachelor's Degree,Male,White,disability,N
5733,5733,Actuary,1510,139658,Economics,Associates Degree,Female,White,targeted disability,N
5734,5734,Aerospace Engineering,861,165015,Engineering (Any Specialty),Bachelor's Degree,Male,Black/African American,NA,N
5735,5735,Business and Industry,NA,110705,Industrial Management,Associates Degree,Male,White,NA,N
5736,5736,Writing and Editing,1082,131469,Communications,Associates Degree,Female,White,NA,N
5737,5737,Equipment Specialist,1670,147767,Industrial Management,Bachelor's Degree,Male,White,NA,Y
5738,5738,Statistician,1530,110662,Mathematics,PhD,Male,White,disability,N
5739,5739,Food Inspection,1863,166629,Public Health,Some College,Male,White,NA,N
5740,5740,Civil Engineering,810,230038,Engineering (Any Specialty),Some College,Male,White,NA,N
5741,5741,International Relations,131,231174,International Relations,Associates Degree,Male,White,NA,N
5742,5742,Property Disposal,1104,152080,Marketing,Master's/J.D./LL.B.,Male,American Indian/Alaskan Native,NA,N
5743,5743,Miscellaneous Administration and Program,301,178396,Public Admin.,Bachelor's Degree,Male,Black/African American,NA,N
5744,5744,Environmental Health Technician,698,147767,Environmental Studies,Master's/J.D./LL.B.,Male,Black/African American,targeted disability,N
5745,5745,Hearings and Appeals,930,223232,Employee/Labor Relations,Associates Degree,Male,Hispanic/Latino,NA,N
5746,5746,Education Services,1740,215062,Liberal Arts/Humanities,Master's/J.D./LL.B.,Female,Hispanic/Latino,NA,N
5747,5747,Agricultural Marketing,1146,152080,Marketing,Bachelor's Degree,Male,White,NA,N
5748,5748,Social Services Aide and Assistant,186,190415,Counseling,Bachelor's Degree,Male,White,NA,N
5749,5749,Animal Science,487,131496,Zoology,Associates Degree,Female,White,NA,N
5750,5750,Traffic Management,2130,197708,Transportation,Some College,Male,Asian,targeted disability,N
5751,5751,General Facilities and Equipment,1601,243780,"Management, Facilities",Some College,Male,Hispanic/Latino,NA,N
5752,5752,Architecture,808,170976,Architecture,Some College,Female,White,disability,N
5753,5753,Appraising,1171,231174,Finance,Associates Degree,Male,White,NA,Y
5754,5754,Game Law Enforcement,1812,167358,Criminal Justice/Law Enforcement,Some College,Male,Black/African American,NA,N
5755,5755,Architecture,808,231624,Architecture,Bachelor's Degree,Female,Hispanic/Latino,NA,N
5756,5756,Health System Specialist,671,198419,Hospital Admin.,Master's/J.D./LL.B.,Female,White,NA,N
5757,5757,Foreign Agricultural Affairs,135,131469,Foreign Language,Some College,Male,Black/African American,NA,N
5758,5758,Management and Program Analysis,343,223232,Any Major,Bachelor's Degree,Male,Black/African American,NA,N
5759,5759,Technical Writing and Editing,1083,144050,English And Literature,Master's/J.D./LL.B.,Male,White,NA,N
5760,5760,Administrative Officer,341,243780,Any Major,PhD,Female,White,NA,Y
5761,5761,Transportation Industry Analysis,2110,191241,Economics,Master's/J.D./LL.B.,Male,White,NA,N
5762,5762,Computer Engineering,854,166683,Engineering (Any Specialty),Some College,Male,Black/African American,NA,N
5763,5763,Miscellaneous Clerk and Assistant,303,215293,Business,PhD,Female,Black/African American,disability,N
5764,5764,Wildlife Refuge Management,485,215062,Meteorology,Associates Degree,Male,White,NA,N
5765,5765,Marine Cargo,2161,215293,Transportation,Associates Degree,Female,White,targeted disability,N
5766,5766,Range Technician,455,131469,Biology,Associates Degree,Male,White,NA,N
5767,5767,Unemployment Insurance,106,215062,Insurance,Bachelor's Degree,Female,Black/African American,NA,Y
5768,5768,Geodesy,1372,166683,Astronomy,Master's/J.D./LL.B.,Male,Black/African American,NA,N
5769,5769,Transportation Industry Analysis,2110,170976,Economics,Bachelor's Degree,Male,White,targeted disability,N
5770,5770,Miscellaneous Administration and Program,301,196413,Public Admin.,Some College,Female,Asian,NA,N
5771,5771,Air Traffic Control,2152,166027,Any Major,Bachelor's Degree,Female,Asian,disability,N
5772,5772,Outdoor Recreation Planning,23,196079,Park And Recreation Management,Some College,Male,White,NA,N
